sites_lower,n
"swan lake, cook inlet, alaska",1
"swan lake, mt",1
"swanson creek, prince william sound, alaska",1
"sweet home, or",1
"sweet, id",1
"sweetheart creek, southeast, alaska",1
"sweetwater lk ne hd, southeast, alaska",1
"swift river (kuskokwim), kuskokwim, alaska",1
"swift river (to teslin lake), yukon - canada, alaska",1
"swift river (to teslin river), yukon - canada, alaska",1
"swift river (tributary anvik river), yukon, alaska",1
"swikshak river, kodiak, alaska",1
"sylmar, ca",1
"t'achanshahéeni, common name tatsenshini river, southeast, alaska",1
"t’eedni njik, common name chandalar river, yukon, alaska",1
"taatiilaaq, common name tatitlek, prince william sound, alaska",1
"taats'altęy, common name tanacross, yukon, alaska",1
"taatthee niign, common name beaver creek, yukon, alaska",1
"taciq, common name st. michael, norton sound, alaska",1
"taft, ca",1
"tahini river, southeast, alaska",1
"tahoe city, ca",1
"tahuya, wa",1
taiya r nr skagway ak,1
"takatz creek, alaska",1
"takhini river, yukon - canada, alaska",1
"takikichak river (hazen bay), kuskokwim, alaska",1
"takoma park, md",1
"takotna (city/community), kuskokwim, alaska",1
"takotna village, takotna, kuskokwim, alaska",1
"takshilik creek, kuskokwim, alaska",1
taku r nr juneau ak,1
"taku river, alaska",1
"tala, common name teller, norton sound, alaska",1
"talent, or",1
"talkeetna (city/community), cook inlet, alaska",1
talkeetna r nr talkeetna ak,1
"talkeetna river, alaska",1
"tallahassee, fl",1
"tampa, fl",1
"tanacross, ak",1
tanada creek and long lake,1
"tanada creek, alaska",1
"tanana (city/community), yukon, alaska",1
"tanana (village/city), yukon, alaska",1
"tanana fish wheel (left bank nenana), yukon, alaska",1
"tanana fish wheel (left bank), yukon, alaska",1
"tanana fish wheel (right bank manley), yukon, alaska",1
"tanana fish wheel (right bank nenana), yukon, alaska",1
"tanana fish wheel (right bank), yukon, alaska",1
tanana r at fairbanks ak,1
tanana r at nenana ak,1
"tanana river, alaska",1
"tanana village fish wheel (5-a), yukon, alaska",1
"tanana village fish wheel (5-b), yukon, alaska",1
"tanaxˆ amixˆ, common name st. paul, alaska peninsula and aleutian islands, alaska",1
"tangent, or",1
"tangirnaq native village (formerly lesnoi village), kodiak, kodiak, alaska",1
"taos, nm",1
"tapraq, common name stebbins, norton sound, alaska",1
"tatalina river, yukon, alaska",1
"tatchun creek, yukon - canada, alaska",1
"tatina river, kuskokwim, alaska",1
"tatitlek (city/community), prince william sound, alaska",1
"tatlanika creek, yukon, alaska",1
"tatlawiksuk river, alaska",1
"tatler creek, alaska",1
"tatonduk river, yukon, alaska",1
"tatsamenie lake, southeast, alaska",1
"tavernier, fl",1
"taxtamaxˆ, common name belkofski, alaska peninsula and aleutian islands, alaska",1
"tay river, yukon - canada, alaska",1
"taylorsville, ut",1
"tebenkof creek, prince william sound, alaska",1
"teełąy, common name tetlin, yukon, alaska",1
"tehachapi, ca",1
"teklanika river springs, yukon, alaska",1
"teklanika river, yukon, alaska",1
"telaquana lake, kuskokwim, alaska",1
"telaquana river, alaska",1
"telida village, telida, kuskokwim, alaska",1
"telidaside creek, kuskokwim, alaska",1
"teller (city/community), norton sound, alaska",1
"teller, ak",1
"temecula, ca",1
"tempe, az",1
"templeton, ca",1
"tenakee springs, ak",1
"tenants harbor, me",1
"tenino, wa",1
"terre haute, in",1
terror r at mouth nr kodiak ak,1
"terror river, alaska",1
"terry, mt",1
"teslin (village/city), yukon - canada, alaska",1
"teslin lake, yukon - canada, alaska",1
"teslin river, yukon - canada, alaska",1
"teslin river, yukon, alaska",1
"tevyaraq lake, kuskokwim, alaska",1
"tezdlen na', common name tazlina, copper river, alaska",1
"thanksgiving creek, yukon, alaska",1
"the dalles, or",1
the geographic region covers the commercial salmon fishing statistical areas of alaska.,1
the geographic region includes all commercial fishery management areas in alaska as well as all areas of residence of permit holders.,1
the geographic region of the cfec permit data includes all commercial fishery management areas in alaska as well as all areas of residence of permit holders.,1
the state of alaska and part of western canada,1
"thermopolis, wy",1
"these data are from lake washington in western washington, usa.",1
"thin point cove, alaska peninsula and aleutian islands, alaska",1
"thin point, ak peninsula, alaska",1
"thin point, alaska peninsula and aleutian islands, alaska",1
"thirty mile creek, yukon - canada, alaska",1
"thirty mile lake, yukon - canada, alaska",1
"thompson creek, yukon, alaska",1
"thompsonville, mi",1
"thoms creek, southeast, alaska",1
"thorne bay (city/community), southeast, alaska",1
"thornfield, mo",1
"thorsheim, kodiak, alaska",1
"thousand oaks, ca",1
"thousand palms, ca",1
"tiburon, ca",1
"tidewater, or",1
"tigard, or",1
"tikahtnu, common name cook inlet, cook inlet, alaska",1
"tikiġaq, common name point hope, kotzebue, alaska",1
"tilaydi, common name telida, kuskokwim, alaska",1
"tillamook, or",1
"timber creek, yukon, alaska",1
"tinayguk river, yukon, alaska",1
"tincup creek, yukon - canada, alaska",1
"tincup lake, yukon - canada, alaska",1
"tioga, nd",1
"tisuk river, norton sound/port clarence, alaska",1
"titnuk creek, kuskokwim, alaska",1
"tl’aticae’e, common name copper center, copper river, alaska",1
"tlaa'ologhe, common name ruby, yukon, alaska",1
"tlaagoowu aan, common name tenakee springs, southeast, alaska",1
"tlevak stait, southeast, alaska",1
"tochak’, common name mcgrath, kuskokwim, alaska",1
"tochotno', common name takotna, kuskokwim, alaska",1
"toghotili, common name nenana, yukon, alaska",1
"togiak (city/community), bristol bay, alaska",1
"togiak river, bristol bay north, alaska",1
"toivola, mi",1
"tok (city/community), yukon, alaska",1
"tok river, yukon, alaska",1
"toklat fish wheel (left bank), yukon, alaska",1
"toklat fish wheel (right bank), yukon, alaska",1
"toksook bay (city/community), kuskokwim, alaska",1
"toledo, wa",1
"tolovana park, or",1
tolovana r bl rosebud c nr livengood ak,1
"tolovana river, alaska",1
"tolovana river, yukon, alaska",1
"tolstoi creek, yukon, alaska",1
"tomales, ca",1
"tombstone river, southeast, alaska",1
"tombstone, az",1
"toms brook, va",1
"tonalite creek, alaska",1
"tonopah, nv",1
"too naaleł denh, common name manley, yukon, alaska",1
"topeka, ks",1
"toppenish, wa",1
"torrance, ca",1
"touchet, wa",1
"tr'ondëk, common name klondike river, yukon, alaska",1
"tracyton, wa",1
"traditional village of togiak, togiak, bristol bay, alaska",1
"trail, or",1
"traitors creek, southeast, alaska",1
"traitors river, alaska",1
"trapper creek (city/community), cook inlet, alaska",1
"trapper lake, southeast, alaska",1
"trempealeau, wi",1
"trenton, nj",1
"trinidad, ca",1
"trinity center, ca",1
"trocadero b r head, southeast, alaska",1
"trout creek, mt",1
"trout lake, kuskokwim, alaska",1
"troutville, va",1
"troy, id",1
"troy, mt",1
"truckee, ca",1
"ts’aahudaaneekk’onh denh, common name beaver, yukon, alaska",1
"ts’aateyhdenaadekk’onh denh, common name huslia, yukon, alaska",1
"tsedi na’, common name chitina, copper river, alaska",1
"tsiis tl’edze’ caegge, common name chistochina, copper river, alaska",1
"tsirku fan, southeast, alaska",1
"tsiu river, southeast, alaska",1
"tsʼalx̱aan, common name mt. fairweather, southeast, alaska",1
"tth’echù’, common name yukon river, yukon, alaska",1
"tth’iitu’ niign, common name tanana river, yukon, alaska",1
"tubutulik river tower, norton sound/port clarence, alaska",1
"tubutulik river, norton sound/port clarence, alaska",1
"tukwila, wa",1
"tulalip, wa",1
"tulsa, ok",1
"tulsequah river, southeast, alaska",1
"tuluksak (city/community), kuskokwim, alaska",1
"tuluksak (village/city), kuskokwim, alaska",1
"tuluksak native community, tuluksak, kuskokwim, alaska",1
"tuluksak river, alaska",1
"tunkaleshna creek, kuskokwim, alaska",1
"tuntutuliak (city/community), kuskokwim, alaska",1
"tuntutuliak (village/city), kuskokwim, alaska",1
"tuntutuliaq, common name tuntutuliak, kuskokwim, alaska",1
"tunulik river, kuskokwim, alaska",1
"tununak (city/community), kuskokwim, alaska",1
"tununeq, common name tununak, kuskokwim, alaska",1
"turnaround creek, yukon, alaska",1
"turner river, northern area, alaska",1
"turner, or",1
"tuskwa slough, southeast, alaska",1
"tutak creek, kotzebue, alaska",1
"tutuksuk river, kotzebue, alaska",1
"tuulkessaaq, common name tuluksak, kuskokwim, alaska",1
"tuutalgaq, common name pilot station, yukon, alaska",1
"tuyuryaq, common name togiak, bristol bay, alaska",1
"twain harte, ca",1
"twentymile river, alaska",1
"twin bridges, mt",1
"twin falls creek, prince william sound, alaska",1
"twin falls, id",1
"twin hills (city/community), bristol bay, alaska",1
"twin hills village, twin hills, bristol bay, alaska",1
"twisp, wa",1
"two harbors, mn",1
"two lakes, kuskokwim, alaska",1
"two rivers (city/community), yukon, alaska",1
tyee lk outlet nr wrangell ak,1
"tygh valley, or",1
"tyonek (city/community), cook inlet, alaska",1
ublutuoch r 13.7 mi ab mouth nr nuiqsut ak,1
"ublutuoch river, northern area, alaska",1
"ugaasaq, common name ugashik, bristol bay, alaska",1
"ugashik (city/community), bristol bay, alaska",1
"ugashik river, bristol bay south, ak",1
"ugashik river, bristol bay south, alaska",1
"ugashik village, ugashik, bristol bay, alaska",1
"ugiuvak, common name king island, norton sound, alaska",1
"uĝnaasaqaxˆ, common name unga, alaska peninsula and aleutian islands, alaska",1
"ukiah, ca",1
"ulġuniq, common name wainwright, arctic, alaska",1
"umatilla, or",1
"umkumiute native village, umkumiute, kuskokwim, alaska",1
"unalakleet (city/community), norton sound, alaska",1
"unalakleet river (north fork), norton sound, alaska",1
"unalakleet river (north fork), norton sound/port clarence, alaska",1
"unalakleet river radio telemetry, norton sound/port clarence, alaska",1
"unalakleet river sonar, norton sound/port clarence, alaska",1
"unalakleet river test fishing, norton sound/port clarence, alaska",1
"unalakleet river weir, norton sound/port clarence, alaska",1
"unalakleet river, alaska",1
"unalakleet river, norton sound/port clarence, alaska",1
"unalakleet/old woman river, norton sound, alaska",1
"unalaska (city/community), alaska peninsula and aleutian islands, alaska",1
"unaluk river, kuskokwim, alaska",1
"underwood, mn",1
"underwood, wa",1
"ungalik river, norton sound/port clarence, alaska",1
"unhghenesditnu, common name kalifornsky, cook inlet, alaska",1
"union gap, wa",1
"union, wa",1
"university place, wa",1
"unknown river, yukon - canada, alaska",1
"unknown t45 7w, norton sound/port clarence, alaska",1
"unnamed creek -4137, yukon, alaska",1
"unnamed creek -4141, yukon, alaska",1
"unnamed stream above moffet lagoon, alaska",1
"unnamed stream in right hand valley, alaska",1
"unnamed trib of big river 4, kuskokwim, alaska",1
"unnamed trib of big river 5, kuskokwim, alaska",1
"unnamed tributary (of bessie creek), kuskokwim, alaska",1
"unnamed tributary (of chineekluk creek), kuskokwim, alaska",1
"unnamed tributary (of george river), kuskokwim, alaska",1
"unnamed tributary (of jones river), kuskokwim, alaska",1
"unnamed tributary (of north fork of swift river), kuskokwim, alaska",1
"unnamed tributary of big r., kuskokwim, alaska",1
"unnamed tributary of l.tonzona, kuskokwim, alaska",1
"unnamed tributary of windy fork, kuskokwim, alaska",1
"unuk river, alaska",1
"uŋalaqłiit, common name unalakleet, norton sound, alaska",1
upper bradley r nr nuka glacier nr homer ak,1
upper nuka r nr park boundary nr homer ak,1
"upper pitka fork, kuskokwim, alaska",1
"upper porcupine river, yukon, alaska",1
"upper talarik creek, alaska",1
"urbana, il",1
"urr'agmiut, common name ohogamiut, yukon, alaska",1
"ursus cove, lower cook inlet, alaska",1
"usfws stream #2, yukon, alaska",1
"usfws stream #3, yukon, alaska",1
"usfws stream #4, yukon, alaska",1
"usk, wa",1
"utqiaġvik (city/community), arctic, alaska",1
"utqiaġvik, common name barrow, arctic, alaska",1
"utukok river, northern area, alaska",1
"uusenkaa, common name ouzinkie, kodiak, alaska",1
"uxbridge, ma",1
"uyaqsaq, common name larsen bay, kodiak, alaska",1
"vacaville, ca",1
"vader, wa",1
"vail, az",1
"vail, co",1
"valdez (city/community), prince william sound, alaska",1
"vale, or",1
"valentine, ne",1
"vallejo, ca",1
"vallenar creek, southeast, alaska",1
"valley center, ca",1
"valley, wa",1
"valleyford, wa",1
"van nuys, ca",1
"vanishing creek, prince william sound, alaska",1
"vashrąįį k’ǫǫ, common name arctic village, yukon, alaska",1
"vassalboro, me",1
"veguita, nm",1
"venetie (city/community), yukon, alaska",1
"venetie, ak",1
"venice, ca",1
"ventura, ca",1
"verdi, nv",1
"vernon, az",1
"verona, wi",1
"victor, id",1
"victoria creek, yukon, alaska",1
"vida, or",1
"vidor, tx",1
"village of alakanuk, alakanuk, yukon, alaska",1
"village of anaktuvuk pass, anaktuvuk pass, yukon, alaska",1
"village of aniak, aniak, kuskokwim, alaska",1
"village of atmautluak, atmautluak, kuskokwim, alaska",1
"village of bill moore's slough, bill moores, yukon, alaska",1
"village of chefornak, chefornak, kuskokwim, alaska",1
"village of clarks point, clarks point, bristol bay, alaska",1
"village of crooked creek, crooked creek, kuskokwim, alaska",1
"village of dot lake, dot lake, yukon, alaska",1
"village of iliamna, iliamna, bristol bay, alaska",1
"village of kalskag, kalskag, kuskokwim, alaska",1
"village of kaltag, kaltag, yukon, alaska",1
"village of kotlik, kotlik, yukon, alaska",1
"village of lower kalskag, lower kalskag, kuskokwim, alaska",1
"village of ohogamiut, ohogamiut, yukon, alaska",1
"village of old harbor, old harbor, kodiak, alaska",1
"village of red devil, red devil, kuskokwim, alaska",1
"village of salamatoff, salamatof, cook inlet, alaska",1
"village of sleetmute, sleetmute, kuskokwim, alaska",1
"village of solomon, solomon, norton sound, alaska",1
"village of stony river, stony river, kuskokwim, alaska",1
"village of venetie (see native village of venetie tribal government), venetie, yukon, alaska",1
"village of wainwright, wainwright, arctic, alaska",1
"virginia beach, va",1
"virginia creek, alaska",1
"virginia, mn",1
"viroqua, wi",1
"visalia, ca",1
"vlasoff creek, prince william sound, alaska",1
"volkmar river, yukon, alaska",1
"waconia, mn",1
"waialua, hi",1
"wailuku, hi",1
"wainwright inlet, northern area, alaska",1
"waitsfield, vt",1
"wakefield, ri",1
"waldport, or",1
"waldron, wa",1
"wales, ak",1
"walker creek, southeast, alaska",1
"walker creek, yukon, alaska",1
"wallace, id",1
"walnut creek, ca",1
"wanchese, nc",1
"wapato, wa",1
"warm beach, wa",1
"warm springs, or",1
"warner springs, ca",1
"warrenton, va",1
"washburn, tn",1
"washington river, wa, wa",1
"washington, dc",1
"washougal, wa",1
"wasilla (city/community), cook inlet, alaska",1
"wasilla creek, alaska",1
"wasilla creek, cook inlet, alaska",1
"waskish, mn",1
"wasʼeitashaa, common name mt. st. elias, southeast, alaska",1
"waterboot creek, kuskokwim, alaska",1
"waterbury, ct",1
"waterfall cove creek, alaska",1
"waterfall creek, yukon, alaska",1
"waterloo, ne",1
"waterville, oh",1
"waterville, wa",1
"watsonville, ca",1
"wauchula, fl",1
"wauconda, wa",1
"wauna, wa",1
"wayland, mi",1
"weaver river, canada",1
"weaver river, fraser late, bc",1
"weaverville, ca",1
"webster city, ia",1
"webster, tx",1
"weippe, id",1
"weirsdale, fl",1
"weiser, id",1
"welches, or",1
"wellington, ut",1
"wells bridge, southeast, alaska",1
"wells river, prince william sound, alaska",1
"wendell, ma",1
"west bay head creek, southeast, alaska",1
"west fargo, nd",1
"west linn, or",1
"west plains, mo",1
"west yellowstone, mt",1
"westcliffe, co",1
"westfir, or",1
"westhaven, ca",1
"westminster, co",1
"westport, or",1
wf kennicott r at mccarthy ak,1
"whale pass (city/community), southeast, alaska",1
"whale pass, ak",1
"whalen creek, prince william sound, alaska",1
"wheat ridge, co",1
"wheatland, ca",1
"wheeler creek, yukon, alaska",1
"white bird, id",1
"white creek, alaska",1
"white creek, yukon, alaska",1
"white haven, pa",1
"white mountain (city/community), norton sound, alaska",1
"white river, southeast, alaska",1
"white river, yukon - canada, alaska",1
"white salmon, wa",1
"white swan, wa",1
